table,field,table_in_schema,field_in_schema,field_type,field_length
n_profit_merge(IPO利润表（合并）),prme00310n,IPO利润表（合并）,经纪业务手续费净收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00730n,IPO利润表（合并）,提取保险责任准备金,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00500n,IPO利润表（合并）,净敞口套期损益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),stamp,IPO利润表（合并）,set_default_none,,
n_profit_merge(IPO利润表（合并）),prme00160n,IPO利润表（合并）,融资租赁收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00920n,IPO利润表（合并）,勘探费用,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00390n,IPO利润表（合并）,其他手续费及佣金收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00120n,IPO利润表（合并）,受托资产管理收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00580n,IPO利润表（合并）,赔付支出,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00960n,IPO利润表（合并）,set_default_none,,
n_profit_merge(IPO利润表（合并）),prme00350n,IPO利润表（合并）,投资咨询业务收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00770n,IPO利润表（合并）,分保费用,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01610n,IPO利润表（合并）,其他流动资产公允价值变动损益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01420n,IPO利润表（合并）,出售零碎股所得,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00090n,IPO利润表（合并）,佣金净收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01460n,IPO利润表（合并）,企业自身信用风险公允价值变动,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01690n,IPO利润表（合并）,综合收益总额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01230n,IPO利润表（合并）,被合并方在合并前实现的净利润,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),currency,IPO利润表（合并）,币种,varchar(50),50
n_profit_merge(IPO利润表（合并）),prme01000n,IPO利润表（合并）,持有待售处置组处置收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01650n,IPO利润表（合并）,一揽子交易处置对子公司股权投资在丧失控制权之前产生的投资收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01270n,IPO利润表（合并）,按所有权归属分类：,tinyint(1),3
n_profit_merge(IPO利润表（合并）),prme01040n,IPO利润表（合并）,汇兑收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),createtime,IPO利润表（合并）,set_default_none,,
n_profit_merge(IPO利润表（合并）),prme00200n,IPO利润表（合并）,分出保费,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00430n,IPO利润表（合并）,数据服务收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00620n,IPO利润表（合并）,手续费及佣金净支出,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00850n,IPO利润表（合并）,研发费用,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01080n,IPO利润表（合并）,营业外收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00810n,IPO利润表（合并）,销售费用,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00050n,IPO利润表（合并）,投资管理业务收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00010n,IPO利润表（合并）,营业总收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00280n,IPO利润表（合并）,咨询费收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00240n,IPO利润表（合并）,set_default_none,,
n_profit_merge(IPO利润表（合并）),prme00470n,IPO利润表（合并）,其他业务利润,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00660n,IPO利润表（合并）,佣金支出,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00890n,IPO利润表（合并）,贷款减值损失,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01720n,IPO利润表（合并）,归属于少数股东的综合收益总额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01530n,IPO利润表（合并）,处置被投资单位其他综合收益转出的份额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01300n,IPO利润表（合并）,除同一控制下企业合并被合并方合并前少数股东损益外的少数股东损益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01340n,IPO利润表（合并）,除同一控制下企业合并被合并方合并前净利润外的归属于母公司股东的净利润,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01110n,IPO利润表（合并）,固定资产处置收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01380n,IPO利润表（合并）,归属于母公司所有者的其他综合收益的税后净额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01760n,IPO利润表（合并）,加权平均净资产收益率,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01150n,IPO利润表（合并）,非流动资产处置损失,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01570n,IPO利润表（合并）,应占联营及合营公司的其他综合收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00320n,IPO利润表（合并）,借款利息收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00510n,IPO利润表（合并）,委托贷款收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00740n,IPO利润表（合并）,摊回保险责任准备金,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01190n,IPO利润表（合并）,利润总额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00700n,IPO利润表（合并）,保险合同赔付支出净额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00170n,IPO利润表（合并）,已赚保费收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00590n,IPO利润表（合并）,提取期货风险准备金,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00930n,IPO利润表（合并）,其他业务支出,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),uuid,IPO利润表（合并）,set_default_none,,
n_profit_merge(IPO利润表（合并）),prme00130n,IPO利润表（合并）,基金管理费收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00360n,IPO利润表（合并）,代理销售金融产品收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00550n,IPO利润表（合并）,营业成本,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00780n,IPO利润表（合并）,税金及附加,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00970n,IPO利润表（合并）,对联营企业和合营企业的投资收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),reportType,IPO利润表（合并）,set_default_none,,
n_profit_merge(IPO利润表（合并）),sourceUrl,IPO利润表（合并）,set_default_none,,
n_profit_merge(IPO利润表（合并）),prme01640n,IPO利润表（合并）,其他以后将重分类进损益的其他综合收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01410n,IPO利润表（合并）,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01600n,IPO利润表（合并）,采用公允价值计量的投资性房地产处置时转出原计入其他综合收益的金额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01450n,IPO利润表（合并）,其他权益工具投资公允价值变动,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01220n,IPO利润表（合并）,净利润,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01490n,IPO利润表（合并）,以后将重分类进损益的其他综合收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01030n,IPO利润表（合并）,债务重组中因处置非流动资产收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01260n,IPO利润表（合并）,终止经营净利润,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01680n,IPO利润表（合并）,归属于少数股东的其他综合收益的税后净额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00400n,IPO利润表（合并）,房屋经营收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00860n,IPO利润表（合并）,财务费用,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01070n,IPO利润表（合并）,营业利润,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00210n,IPO利润表（合并）,摊回赔付支出,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00630n,IPO利润表（合并）,手续费及佣金支出,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00820n,IPO利润表（合并）,管理费用,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00480n,IPO利润表（合并）,金融业务公允价值变动收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00060n,IPO利润表（合并）,利息及综合费净收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00290n,IPO利润表（合并）,手续费及佣金净收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00440n,IPO利润表（合并）,评级服务收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00020n,IPO利润表（合并）,营业收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00250n,IPO利润表（合并）,小额信贷收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00670n,IPO利润表（合并）,退保金,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01520n,IPO利润表（合并）,持有至到期投资重分类为可供出售金融资产损益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01750n,IPO利润表（合并）,稀释每股收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01710n,IPO利润表（合并）,归属于母公司其他权益工具持有者的综合收益总额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01100n,IPO利润表（合并）,债务重组利得,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01330n,IPO利润表（合并）,同一控制下企业合并被合并方合并前归属于母公司的净利润,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01140n,IPO利润表（合并）,营业外支出,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01370n,IPO利润表（合并）,其他综合收益的税后净额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01560n,IPO利润表（合并）,可供出售的证券,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00750n,IPO利润表（合并）,提取保险合同准备金净额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01180n,IPO利润表（合并）,持有待售子公司利润总额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00100n,IPO利润表（合并）,非保险业务手续费及佣金净收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00520n,IPO利润表（合并）,其他业务收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00710n,IPO利润表（合并）,托管费,"decimal(19,4)",21
